Descrizione Originale,Tipologia,Forma,Diametro,Diametro Nominale,Raggio,Passo,Tolleranza,Lunghezza,Angolo,Rotazione,Materiale,Rivestimento,Stato,Ubicazione,Codice,Serial Number,Fornitore,Quantità,Lavorazione,Sistema di misura,Alias,Check
PUNTA METALLO DURO D10.7,Punta,,D10.7,10.7,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC3,,B966A10800 KC7315,,1,Foratura,Metrico,PUNTA METALLO DURO D10.7,
PUNTA METALLO DURO D12,Punta,,D12,12.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC3,,6RS01283135,DORMER,1,Foratura,Metrico,PUNTA METALLO DURO D12,
PUNTA METALLO DURO D5,Punta,,D5,5.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC3,,,HARTNER,1,Foratura,Metrico,PUNTA METALLO DURO D5,
PUNTA METALLO DURO D5.5X200MM,Punta,,D5,5.0,,200.0,,,,Dx,METALLO DURO,,USATO,BELOTTIC3,,,DORMER,1,Foratura,Metrico,PUNTA METALLO DURO D5.5X200MM,5X200MM
PUNTA METALLO DURO D10,Punta,,D10,10.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC3,,,,1,Foratura,Metrico,PUNTA METALLO DURO D10,
PUNTA METALLO DURO D14,Punta,,D14,14.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC3,,,CARMAN,1,Foratura,Metrico,PUNTA METALLO DURO D14,
FRESA DIAMANTATA D16.5X4 X85,Fresa,Candela,D16,16.0,,4.0,,,,Dx,,Diamante,USATO,BELOTTIC4,,,UOP,1,Fresatura,Metrico,FRESA DIAMANTATA D16.5X4 X85,DIAMANTATA 5X4
ALESATORE MDI PER TORNITURA E06H,Alesatore,,D6,6.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC4,BRCL000400000027,E06H-STFCL 06-R,SANDVIK,1,Tornitura,Metrico,ALESATORE MDI PER TORNITURA E06H,MDI TORNITURA PER E06H
FRESA PIATTA D45.5X10,Fresa,Candela,D45,45.0,,10.0,,,,Dx,,,USATO,BELOTTIC4,,,,1,Fresatura,Metrico,FRESA PIATTA D45.5X10,PIATTA 5X10
FRESA PIATTA DIAMANTATA D40X2-S1,Fresa,Candela,D40,40.0,,2.0,,,,Dx,,Diamante,USATO,BELOTTIC4,,,,1,Fresatura,Metrico,FRESA PIATTA DIAMANTATA D40X2-S1,DIAMANTATA D40X2 PIATTA
FRESA A DISCO METALLO DURO D7.6,Fresa,Disco,D7.6,7.6,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC4,,,SIMTEK,1,Fresatura,Metrico,FRESA A DISCO METALLO DURO D7.6,A
FRESA SPECIALE DIAMANTATA D32,Fresa,Candela,D32,32.0,,,,,,Dx,,Diamante,USATO,BELOTTIC4,,,,1,Fresatura,Metrico,FRESA SPECIALE DIAMANTATA D32,DIAMANTATA SPECIALE
FRESA NUDA D15,Fresa,Candela,D15,15.0,,,,,,Dx,,Nuda,NUOVO,BELOTTIC4,,2985,RAFF,1,Fresatura,Metrico,FRESA NUDA D15,
SVASATORE D12.4,Svasatore,,D12.4,12.4,,,,,,Dx,,,USATO,BELOTTIC4,,TS90 1240 HSS,BURZONI,1,,Metrico,SVASATORE D12.4,
"SVASATORE D10,4",Svasatore,,D10.4,10.4,,,,,,Dx,,,USATO,BELOTTIC4,,,OMAL,1,,Metrico,"SVASATORE D10,4",
SVASATORED12.5,Svasatore,,D12.5,12.5,,,,,,Dx,,,USATO,BELOTTIC4,,,,1,,Metrico,SVASATORED12.5,SVASATORED12
SVASATORE D31 K20,Svasatore,,D31,31.0,,,,,,Dx,,,USATO,BELOTTIC4,,,OMAL,1,,Metrico,SVASATORE D31 K20,
ALESATORE D10 F7,Alesatore,,D10,10.0,,,,,,Dx,,,USATO,BELOTTIC4,,40 410 090,CERATIZIT,1,,Metrico,ALESATORE D10 F7,
ALESATORE D9,Alesatore,,D9,9.0,,,,,,Dx,,,USATO,BELOTTIC4,,160150_9,HOFFMAN,1,,Metrico,ALESATORE D9,
PUNTA CARBONIO D10,Punta,,D10,10.0,,,,,,Dx,CARBONIO,,USATO,BELOTTIC4,,,,1,Foratura,Metrico,PUNTA CARBONIO D10,
SVASATORE D30,Svasatore,,D30,30.0,,,,,,Dx,,,USATO,BELOTTIC4,,,BURZONI,1,,Metrico,SVASATORE D30,
SVASATORE D6.3,Svasatore,,D6.3,6.3,,,,,,Dx,,,USATO,BELOTTIC4,,,FORMAT,2,,Metrico,SVASATORE D6.3,
SPACCAMASCHIO D4,Spaccamaschio,,D4,4.0,,,,,,Dx,,,USATO,BELOTTIC4,,,,1,Filettatura,Metrico,SPACCAMASCHIO D4,
SVASATORE D9,Svasatore,,D9,9.0,,,,,,Dx,,,USATO,BELOTTIC4,,160150_9,HOFFMAN,1,,Metrico,SVASATORE D9,
SVASATORE D10,Svasatore,,D10,10.0,,,,,,Dx,,,USATO,BELOTTIC4,,40 410 090,CERATIZIT,1,,Metrico,SVASATORE D10,
FRESA PIATTA D40X4,Fresa,Candela,D40,40.0,,4.0,,,,Dx,,,USATO,BELOTTIC4,,,DORMER,1,Fresatura,Metrico,FRESA PIATTA D40X4,PIATTA D40X4
FRESA A T D15.5,Fresa,Candela,D15.5,15.5,,,,,,Dx,,,USATO,BELOTTIC4,,02985 FAT 16 SP20,RAFF,1,Fresatura,Metrico,FRESA A T D15.5,T A
FRESA A INSERTI D60,Fresa,Inserti,D60,60.0,,,,,,Dx,,,USATO,BELOTTIC4,,,,1,Fresatura,Metrico,FRESA A INSERTI D60,A
ALESATORE D8 X95,Alesatore,,D8,8.0,,95.0,,,,Dx,,,USATO,BELOTTIC4,,32105,UOP,1,,Metrico,ALESATORE D8 X95,
ALESATORE D10 H7,Alesatore,,D10,10.0,,,H7,,,Dx,,,USATO,BELOTTIC4,,6245827,UOP,1,,Metrico,ALESATORE D10 H7,
ALESATORE D11 X85,Alesatore,,D11,11.0,,85.0,,,,Dx,,,USATO,BELOTTIC4,,321005,UOP,1,,Metrico,ALESATORE D11 X85,
ALESATORE D9 H7,Alesatore,,D9,9.0,,,H7,,,Dx,,,USATO,BELOTTIC4,,9.00.H7.DIN8093,KOMET,1,,Metrico,ALESATORE D9 H7,
ALESATORE D6 X85,Alesatore,,D6,6.0,,85.0,,,,Dx,,,USATO,BELOTTIC4,BRCL000402343601,32105,UOP,5,,Metrico,ALESATORE D6 X85,
ALESATORE CUSTOM,Alesatore,,D9.6,9.6,,,,,,Dx,,,USATO,BELOTTIC4,,,,1,,Metrico,ALESATORE CUSTOM,CUSTOM
ALESATORE D6.35,Alesatore,,D6.35,6.35,,,,,,Dx,,,USATO,BELOTTIC4,,ILIX 6326C,ILIX,1,,Metrico,ALESATORE D6.35,
ALESATORE D6 H7,Alesatore,,D6,6.0,,,H7,,,Dx,,,USATO,BELOTTIC4,,740006,OMAL,1,,Metrico,ALESATORE D6 H7,
ALESATORE D7 H7,Alesatore,,D7,7.0,,,H7,,,Dx,,,USATO,BELOTTIC4,,DIN 212-3-RN,STOCK,1,,Metrico,ALESATORE D7 H7,
ALESATORE CUSTOM D14,Alesatore,,D14,14.0,,,,,,Dx,,,USATO,BELOTTIC4,,,,1,,Metrico,ALESATORE CUSTOM D14,CUSTOM
ALESATORE CUSTOM D10,Alesatore,,D10,10.0,,,,,,Dx,,,USATO,BELOTTIC4,,,,1,,Metrico,ALESATORE CUSTOM D10,CUSTOM
ALESATORE D11.93,Alesatore,,D11.93,11.93,,,,,,Dx,,,USATO,BELOTTIC4,,DIN 8093,ILIX,1,,Metrico,ALESATORE D11.93,
SMUSSATORE D31/90,Smussatore,,D31,31.0,,,,,,Dx,,,USATO,BELOTTIC4,,40H008,OMAL,1,,Metrico,SMUSSATORE D31/90,
ALESATORE CUSTOM D17,Alesatore,,D17,17.0,,,,,,Dx,,,USATO,BELOTTIC4,,,,1,,Metrico,ALESATORE CUSTOM D17,CUSTOM
ALESATORE D10 H7,Alesatore,,D10,10.0,,,H7,,,Dx,,,USATO,BELOTTIC4,,,DORMER,1,,Metrico,ALESATORE D10 H7,
MASCHIO M8,Maschio,,M8,8.0,,,,,,Dx,,,USATO,BELOTTIC5,,T200 EG M8 HSSE,,3,Filettatura,Metrico,MASCHIO M8,
MASCHIO M8 H6,Maschio,,M8,8.0,,,H6,,,Dx,,,USATO,BELOTTIC5,,T100 M6 6H HSSE,BURZONI,1,Filettatura,Metrico,MASCHIO M8 H6,
MASCHIO M8 X 1,Maschio,,M8,8.0,,1.0,,,,Dx,,,USATO,BELOTTIC5,,137 150 HSS/E,HOFFMAN,1,Filettatura,Metrico,MASCHIO M8 X 1,X
OSG MASCHIO M7 6HX,Maschio,,M7,7.0,,,6HX,,,Dx,,,USATO,BELOTTIC5,,48139158,RAFF,2,Filettatura,Metrico,OSG MASCHIO M7 6HX,OSG
MASCHIO M7 6H HSSE,Maschio,,M7,7.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T300R M7 6H HSSE,BURZONI,2,Filettatura,Metrico,MASCHIO M7 6H HSSE,
OSG MASCHIO MJ6 IOS1/4-4H,Maschio,,M1,1.0,,,4H,,,Dx,,,USATO,BELOTTIC5,,48006155 5485,RAFF,1,Filettatura,Metrico,OSG MASCHIO MJ6 IOS1/4-4H,IOS1 OSG
OSG MASCHIO M6,Maschio,,M6,6.0,,,,,,Dx,,,USATO,BELOTTIC5,,48044155 0664,RAFF,2,Filettatura,Metrico,OSG MASCHIO M6,OSG
MASCHIO M6 6H HSSE,Maschio,,M6,6.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T200 M6 6H HSSE,BURZONI,1,Filettatura,Metrico,MASCHIO M6 6H HSSE,
MASCHIO EG M6 HSSE,Maschio,,M6,6.0,,,,,,Dx,HSSE,,USATO,BELOTTIC5,,T200 EG M6 HSSE,BURZONI,2,Filettatura,EG,MASCHIO EG M6 HSSE,EG
"MASCHIO M6.5 X 0,75 HSSE",Maschio,,M6.5,6.5,,0.75,,,,Dx,HSSE,,USATO,BELOTTIC5,,T320 M6.5X0.75 HSSE,BURZONI,1,Filettatura,Metrico,"MASCHIO M6.5 X 0,75 HSSE",X
MASCHIO M6 6H HSSE,Maschio,,M6,6.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T700 M6 6H HSSE,BURZONI,1,Filettatura,Metrico,MASCHIO M6 6H HSSE,
MASCHIO M5 6H HSSE,Maschio,,M5,5.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T200 M5 6H HSSE,BURZONI,1,Filettatura,Metrico,MASCHIO M5 6H HSSE,
MASCHIO M5 6H HSSE,Maschio,,M5,5.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,,DORMER,1,Filettatura,Metrico,MASCHIO M5 6H HSSE,
OSG MASCHIO 10-32 UNF 20X HSSE,Maschio,,M10,10.0,,,,,,Dx,HSSE,,USATO,BELOTTIC5,,48139467,CERATIZIT,1,Filettatura,Metrico,OSG MASCHIO 10-32 UNF 20X HSSE,UNF 20X OSG
MASCHIO EG M4 HSSE,Maschio,,M4,4.0,,,,,,Dx,HSSE,,USATO,BELOTTIC5,,T200 EG M4 HSSE,BURZONI,4,Filettatura,EG,MASCHIO EG M4 HSSE,EG
MASCHIO M4 6H PM HSSE,Maschio,,M4,4.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,15940016,FIMU,1,Filettatura,Metrico,MASCHIO M4 6H PM HSSE,PM
MASCHIO 10-32 UNF H1,Maschio,,M10,10.0,,,H1,,,Dx,,,USATO,BELOTTIC5,,44605,RECOIL,1,Filettatura,Metrico,MASCHIO 10-32 UNF H1,UNF
MASCHIO M4 6HX PM HSSE,Maschio,,M4,4.0,,,6HX,,,Dx,HSSE,,USATO,BELOTTIC5,,67239,GUH,1,Filettatura,Metrico,MASCHIO M4 6HX PM HSSE,PM
MASCHIO M14X1.5 6H,Maschio,,M14,14.0,,1.5,6H,,,Dx,,,USATO,BELOTTIC5,,,DORMER,1,Filettatura,Metrico,MASCHIO M14X1.5 6H,M14X1
GUEHRING MASCHIO M14 ISO2/6H LH,Maschio,,M14,14.0,,,6H,,,Dx,,,USATO,BELOTTIC5,,,FIMU,1,Filettatura,Metrico,GUEHRING MASCHIO M14 ISO2/6H LH,GUEHRING LH ISO2
MASCHIO M14 ISO2/6H,Maschio,,M14,14.0,,,6H,,,Dx,,,USATO,BELOTTIC5,,,DORMER,1,Filettatura,Metrico,MASCHIO M14 ISO2/6H,ISO2
OSG MASCHIO M14X1.5 6HX HSSE,Maschio,,M14,14.0,,1.5,6HX,,,Dx,HSSE,,USATO,BELOTTIC5,,48139192,RAFF,1,Filettatura,Metrico,OSG MASCHIO M14X1.5 6HX HSSE,OSG M14X1
GUEHRING MASCHIO M12X1.5 6H HSSE,Maschio,,M12,12.0,,1.5,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,,RAFF,1,Filettatura,Metrico,GUEHRING MASCHIO M12X1.5 6H HSSE,GUEHRING M12X1
MASCHIO M12X1.5 6HX VT5,Maschio,,M12,12.0,,1.5,6HX,,,Dx,,,USATO,BELOTTIC5,,T121H M12X1.5 6HX VT5,BURZONI,2,Filettatura,Metrico,MASCHIO M12X1.5 6HX VT5,M12X1
GUEHRING MASCHIO M12 6H HSSE,Maschio,,M12,12.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,,RAFF,1,Filettatura,Metrico,GUEHRING MASCHIO M12 6H HSSE,GUEHRING
MASCHIO M12 6H HSSE,Maschio,,M12,12.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T200 M12 6H HSSE,BURZONI,1,Filettatura,Metrico,MASCHIO M12 6H HSSE,
MASCHIO M10 ISO2/6H HSSE,Maschio,,M10,10.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,,EMUGE,1,Filettatura,Metrico,MASCHIO M10 ISO2/6H HSSE,ISO2
MASCHIO M12X1.5 6H HSSE VAPORIZZATO,Maschio,,M12,12.0,,1.5,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T220 M12X1.5 6H HSSE,TUNGLOY,1,Filettatura,Metrico,MASCHIO M12X1.5 6H HSSE VAPORIZZATO,VAPORIZZATO M12X1
MASCHIO M10 6H HSSE,Maschio,,M10,10.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T200 M10 6H HSSE,BURZONI,3,Filettatura,Metrico,MASCHIO M10 6H HSSE,
MASCHIO M10 ISO2/6H HSSE,Maschio,,M10,10.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,,EMUGE,1,Filettatura,Metrico,MASCHIO M10 ISO2/6H HSSE,ISO2
OSG MASCHIO M10 6HX HSSE,Maschio,,M10,10.0,,,6HX,,,Dx,HSSE,,USATO,BELOTTIC5,,48139169,RAFF,2,Filettatura,Metrico,OSG MASCHIO M10 6HX HSSE,OSG
OSG MASCHIO 1/2-13 UNF HSSE,Maschio,,1/2,12.7,,,,,,Dx,HSSE,,USATO,BELOTTIC5,,75248950,RAFF,1,Filettatura,Americano,OSG MASCHIO 1/2-13 UNF HSSE,OSG UNF
MASCHIO M12 EG HSSE,Maschio,,M12,12.0,,,,,,Dx,HSSE,,USATO,BELOTTIC5,,,BURZONI,1,Filettatura,EG,MASCHIO M12 EG HSSE,EG
MASCHIO 5/16 X 18 NC,Maschio,,5/16,7.9375,,18.0,,,,Dx,,,USATO,BELOTTIC5,,,,1,Filettatura,Americano,MASCHIO 5/16 X 18 NC,NC X
MASCHIO EG 5/16-24 EG HSSE,Maschio,,5/16,7.9375,,,,,,Dx,HSSE,,USATO,BELOTTIC5,,,BURZONI,1,Filettatura,Americano,MASCHIO EG 5/16-24 EG HSSE,EG
GUEHRING MASCHIO M8 6HX PM HSSE,Maschio,,M8,8.0,,,6HX,,,Dx,HSSE,,USATO,BELOTTIC5,,,FIMU,1,Filettatura,Metrico,GUEHRING MASCHIO M8 6HX PM HSSE,PM GUEHRING
MASCHIO 5/16 UNF,Maschio,,5/16,7.9375,,,,,,Dx,,,USATO,BELOTTIC5,,800130,EMUGE,2,Filettatura,Americano,MASCHIO 5/16 UNF,UNF
OSG MASCHIO 5/16-24 UNF3B,Maschio,,5/16,7.9375,,,,,,Dx,,,USATO,BELOTTIC5,,48018476,RAFF,1,Filettatura,Americano,OSG MASCHIO 5/16-24 UNF3B,OSG UNF3B
MASCHIO M20X1 6H HSSE,Maschio,,M20,20.0,,1.0,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T220 M20X1 6H HSSE,BURZONI,1,Filettatura,Metrico,MASCHIO M20X1 6H HSSE,M20X1
OSG MASCHIO M14X1.5 6HX HSSE,Maschio,,M14,14.0,,1.5,6HX,,,Dx,HSSE,,USATO,BELOTTIC5,,48139192,RAFF,1,Filettatura,Metrico,OSG MASCHIO M14X1.5 6HX HSSE,OSG M14X1
GUEHRING MASCHIO 1/2-13 UNF,Maschio,,1/2,12.7,,,,,,Dx,,,USATO,BELOTTIC5,,14821888,FIMU,1,Filettatura,Americano,GUEHRING MASCHIO 1/2-13 UNF,GUEHRING UNF
MASCHIO M20 KP60,Maschio,,M20,20.0,,,,,,Dx,,,USATO,BELOTTIC5,,T300R M20 KP60,BURZONI,1,Filettatura,Metrico,MASCHIO M20 KP60,
MASCHIO EG M5 HSSE,Maschio,,M5,5.0,,,,,,Dx,HSSE,,USATO,BELOTTIC5,,T200 EG M5 HSSE,BURZONI,1,Filettatura,EG,MASCHIO EG M5 HSSE,EG
MASCHIO M5 6H HSS,Maschio,,M5,5.0,,,6H,,,Dx,HSS,,USATO,BELOTTIC5,,7320760384848,DORMER,1,Filettatura,Metrico,MASCHIO M5 6H HSS,
MASCHIO M8 6HX VT5,Maschio,,M8,8.0,,,6HX,,,Dx,,,USATO,BELOTTIC5,,T310 M8 6HX VT5,BURZONI,3,Filettatura,Metrico,MASCHIO M8 6HX VT5,
MASCHIO M8 6H HSSE,Maschio,,M8,8.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T200 M8 6H HSSE,BURZONI,2,Filettatura,Metrico,MASCHIO M8 6H HSSE,
MASCHIO M8 6H HSSE,Maschio,,M8,8.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T700 M8 6H HSSE,BURZONI,1,Filettatura,Metrico,MASCHIO M8 6H HSSE,
MASCHIO *ROTTO* 15/32 60°,Maschio,,15/32,11.90625,,,,,60°,Dx,,,USATO,BELOTTIC5,,,BURZONI,1,Filettatura,Americano,MASCHIO *ROTTO* 15/32 60°,ROTTO
MASCHIO M10 KP20,Maschio,,M10,10.0,,,,,,Dx,,,USATO,BELOTTIC5,,T200 M10 KP20,BURZONI,1,Filettatura,Metrico,MASCHIO M10 KP20,
MASCHIO EG M5 HSSE,Maschio,,M5,5.0,,,,,,Dx,HSSE,,USATO,BELOTTIC5,,T200 EG M5 HSSE,BURZONI,1,Filettatura,EG,MASCHIO EG M5 HSSE,EG
MASCHIO M5 X0.8,Maschio,,M5,5.0,,0.8,,,,Dx,,,USATO,BELOTTIC5,,,VARTEX,1,Filettatura,Metrico,MASCHIO M5 X0.8,
MASCHIO M6 6H HSSE,Maschio,,M6,6.0,,,6H,,,Dx,HSSE,,USATO,BELOTTIC5,,T700 M6 6H HSSE,BURZONI,1,Filettatura,Metrico,MASCHIO M6 6H HSSE,
MASCHIO M10,Maschio,,M10,10.0,,,,,,Dx,,,USATO,BELOTTIC5,,1010C27.0ISO,,1,Filettatura,Metrico,MASCHIO M10,
MASCHIO M10 ISO-N P.2 00M,Maschio,,M10,10.0,,2.0,,,,Dx,,,USATO,BELOTTIC5,,TT 10200000003,TECHNO THREAD,1,Filettatura,Metrico,MASCHIO M10 ISO-N P.2 00M,00M N P ISO
MASCHIO DA PROVONDITA M6,Maschio,,M6,6.0,,,,,,Dx,,,USATO,BELOTTIC5,,,,1,Filettatura,Metrico,MASCHIO DA PROVONDITA M6,DA PROVONDITA
MASCHIO M8X1.5XD,Maschio,,M8,8.0,,1.5,,,,Dx,,,USATO,BELOTTIC5,,,EMUGE,2,Filettatura,Metrico,MASCHIO M8X1.5XD,5XD M8X1
MASCHIO M7.5 P.16 60°,Maschio,,M7.5,7.5,,16.0,,,60°,Dx,,,USATO,BELOTTIC5,,,,2,Filettatura,Metrico,MASCHIO M7.5 P.16 60°,P
MASCHIO M8,Maschio,,M8,8.0,,,,,,Dx,,,USATO,BELOTTIC5,,F100 080 125 C MDI,BURZONI,1,Filettatura,Metrico,MASCHIO M8,
MASCHIO M8,Maschio,,M8,8.0,,,,,,Dx,,,USATO,BELOTTIC5,,F100 080 150 C MDI,BURZONI,1,Filettatura,Metrico,MASCHIO M8,
MASCHIO M8,Maschio,,M8,8.0,,,,,,Dx,,,USATO,BELOTTIC5,,F140 080 130 C MDI,BURZONI,1,Filettatura,Metrico,MASCHIO M8,
MASCHIO M6,Maschio,,M6,6.0,,,,,,Dx,,,USATO,BELOTTIC5,,F100 060 100C,BURZONI,1,Filettatura,Metrico,MASCHIO M6,
MASCHIO M6 ISO-N P.1.25 M,Maschio,,M6,6.0,,1.25,,,,Dx,,,USATO,BELOTTIC5,,TT06125000002,TECHNO THREAD,1,Filettatura,Metrico,MASCHIO M6 ISO-N P.1.25 M,N P M ISO
MASCHIO M6 MDI,Maschio,,M6,6.0,,,,,,Dx,METALLO DURO,,USATO,BELOTTIC5,,F100 060 125 C MDI,BURZONI,1,Filettatura,Metrico,MASCHIO M6 MDI,MDI
MASCHIO M3.7,Maschio,,M3.7,3.7,,,,,,Dx,,,USATO,BELOTTIC5,,,,2,Filettatura,Metrico,MASCHIO M3.7,
MASCHIO M6,Maschio,,M6,6.0,,,,,,Dx,,,USATO,BELOTTIC5,,F100 060 100 C KP60,BURZONI,1,Filettatura,Metrico,MASCHIO M6,
MASCHIO M6,Maschio,,M6,6.0,,,,,,Dx,,,USATO,BELOTTIC5,,FM100 M6 KP60,BURZONI,1,Filettatura,Metrico,MASCHIO M6,
MASCHIO M8,Maschio,,M8,8.0,,,,,,Dx,,,USATO,BELOTTIC5,,FT140 080 130 C KP60,BURZONI,1,Filettatura,Metrico,MASCHIO M8,
ALESATORE D9 H7,Alesatore,,D9,9.0,,,H7,,,Dx,,,USATO,BELOTTIC5,,DIN.8093,KOMET,1,,Metrico,ALESATORE D9 H7,
OSG MASCHIO 1/4-28 UNF,Maschio,,1/4,6.35,,,,,,Dx,,,USATO,BELOTTIC5,,48139472,RAFF,2,Filettatura,Americano,OSG MASCHIO 1/4-28 UNF,OSG UNF
MASCHIO M2.35 P.0.5 60°,Maschio,,M2.35,2.35,,0.5,,,60°,Dx,,,USATO,BELOTTIC5,,,,1,Filettatura,Metrico,MASCHIO M2.35 P.0.5 60°,P
FRESA PIATTA D50,Fresa,Candela,D50,50.0,,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA PIATTA D50,PIATTA
MASCHIO M 3/8,Maschio,,M3,3.0,,,,,,Dx,,,USATO,BELOTTIC7,,,BETA,2,Filettatura,Metrico,MASCHIO M 3/8,M
FRESA PIATTA MDI D9.4,Fresa,Candela,D9.4,9.4,,,,,,Dx,METALLO DURO,,RIAFFILATA,BELOTTIC7,,2985,TKN,4,Fresatura,Metrico,FRESA PIATTA MDI D9.4,MDI PIATTA
FRESA PIATTA D10,Fresa,Candela,D10,10.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,TMDG 41100 MDI,BURZONI,2,Fresatura,Metrico,FRESA PIATTA D10,PIATTA
FRESA PIATTA MDI D10,Fresa,Candela,D10,10.0,,,,,,Dx,METALLO DURO,,RIAFFILATA,BELOTTIC7,,36100360,GWGW,1,Fresatura,Metrico,FRESA PIATTA MDI D10,MDI PIATTA
FRESA PIATTA D8,Fresa,Candela,D8,8.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,TMDG 41080 MDI,BURZONI,2,Fresatura,Metrico,FRESA PIATTA D8,PIATTA
FRESA PIATTA D9,Fresa,Candela,D9,9.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,YMDG 31090 MDI,BURZONI,1,Fresatura,Metrico,FRESA PIATTA D9,PIATTA
FRESA PIATTA D8,Fresa,Candela,D8,8.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,2985,TKN,1,Fresatura,Metrico,FRESA PIATTA D8,PIATTA
GUHRING FRESA PIATTA D6-13 R - N,Fresa,Candela,D6,6.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,FIMU,5,Fresatura,Metrico,GUHRING FRESA PIATTA D6-13 R - N,N PIATTA GUHRING R
FRESA PIATTA D7 K/P,Fresa,Candela,D7,7.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,TKN,1,Fresatura,Metrico,FRESA PIATTA D7 K/P,PIATTA K P
FRESA PIATTA D6 K/P,Fresa,Candela,D6,6.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,TKN,1,Fresatura,Metrico,FRESA PIATTA D6 K/P,PIATTA K P
FRESA SFERICA D4,Fresa,Sferica,D4,4.0,2.0,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA SFERICA D4,
FRESA PIATTA D5,Fresa,Candela,D5,5.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,TMDG 41050 MDI,BURZONI,2,Fresatura,Metrico,FRESA PIATTA D5,PIATTA
FRESA PIATTA D5,Fresa,Candela,D5,5.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,TKN,1,Fresatura,Metrico,FRESA PIATTA D5,PIATTA
FRESA PIATTA D20,Fresa,Candela,D20,20.0,,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA PIATTA D20,PIATTA
GUEHRING FRESA PIATTA D12,Fresa,Candela,D12,12.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,FIMU,6,Fresatura,Metrico,GUEHRING FRESA PIATTA D12,GUEHRING PIATTA
FRESA PIATTA D12 MKS,Fresa,Candela,D12,12.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,RIME,1,Fresatura,Metrico,FRESA PIATTA D12 MKS,PIATTA MKS
HOLEX FRESA PIATTA D12,Fresa,Candela,D12,12.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,HOFFMAN,1,Fresatura,Metrico,HOLEX FRESA PIATTA D12,PIATTA HOLEX
FRESA PIATTA D12 MDI,Fresa,Candela,D12,12.0,,,,,,Dx,METALLO DURO,,RIAFFILATA,BELOTTIC7,,TMDG 41120 MDI,BURZONI,6,Fresatura,Metrico,FRESA PIATTA D12 MDI,MDI PIATTA
FRESA PIATTA D12 K,Fresa,Candela,D12,12.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,TKN,1,Fresatura,Metrico,FRESA PIATTA D12 K,PIATTA K
FRESA PIATTA D12 KP,Fresa,Candela,D12,12.0,,,,,,Dx,,,RIAFFILATA,BELOTTIC7,,,TKN,1,Fresatura,Metrico,FRESA PIATTA D12 KP,PIATTA KP
FRESA SFERICA D3 R1.5 MKS,Fresa,Sferica,D3,3.0,1.5,,,,,Dx,,,USATO,BELOTTIC7,,,RIME,1,Fresatura,Metrico,FRESA SFERICA D3 R1.5 MKS,MKS
FRESA SFERICA D2 R1,Fresa,Sferica,D2,2.0,1.0,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA SFERICA D2 R1,
FRESA SFERICA D2 R1,Fresa,Sferica,D2,2.0,1.0,,,,,Dx,,,USATO,BELOTTIC7,,,,1,Fresatura,Metrico,FRESA SFERICA D2 R1,
